product_id,product_name,category,price,cost,stock_quantity,reorder_level
437,Beauty & Care Item #437,Beauty & Care,807.78,552.2,244,30
438,Books Item #438,Books,63.01,40.61,167,41
439,Electronics Item #439,Electronics,867.57,664.26,56,46
440,Clothing Item #440,Clothing,577.1,370.84,201,40
441,Electronics Item #441,Electronics,559.5,290.39,288,28
442,Sports & Outdoors Item #442,Sports & Outdoors,1239.21,643.03,39,24
443,Sports & Outdoors Item #443,Sports & Outdoors,1496.01,1078.88,181,32
444,Electronics Item #444,Electronics,832.6,461.8,198,22
445,Beauty & Care Item #445,Beauty & Care,415.48,308.89,473,29
446,Beauty & Care Item #446,Beauty & Care,1054.56,660.6,249,34
447,Home & Kitchen Item #447,Home & Kitchen,559.16,428.1,400,9
448,Clothing Item #448,Clothing,376.42,153.17,51,49
449,Home & Kitchen Item #449,Home & Kitchen,208.92,134.74,461,23
450,Electronics Item #450,Electronics,947.08,514.19,257,32
451,Clothing Item #451,Clothing,894.43,647.69,97,6
452,Electronics Item #452,Electronics,230.21,102.14,79,16
453,Electronics Item #453,Electronics,892.23,436.29,99,16
454,Electronics Item #454,Electronics,781.53,355.57,452,10
455,Beauty & Care Item #455,Beauty & Care,902.39,597.05,247,34
456,Beauty & Care Item #456,Beauty & Care,772.99,374.44,66,47
457,Beauty & Care Item #457,Beauty & Care,366.78,212.13,116,7
458,Beauty & Care Item #458,Beauty & Care,1057.29,518.45,262,11
459,Beauty & Care Item #459,Beauty & Care,325.79,226.17,266,33
460,Books Item #460,Books,388.55,232.72,475,42
461,Home & Kitchen Item #461,Home & Kitchen,321.21,239.88,359,28
462,Clothing Item #462,Clothing,488.2,257.53,136,25
463,Home & Kitchen Item #463,Home & Kitchen,956.75,619.35,184,12
464,Home & Kitchen Item #464,Home & Kitchen,412.68,325.1,137,31
465,Electronics Item #465,Electronics,440.51,272.69,75,23
466,Clothing Item #466,Clothing,13.39,8.25,160,40
467,Toys & Games Item #467,Toys & Games,612.53,252.99,445,21
468,Beauty & Care Item #468,Beauty & Care,187.07,145.34,163,14
469,Home & Kitchen Item #469,Home & Kitchen,1122.23,846.45,35,41
470,Toys & Games Item #470,Toys & Games,1019.24,643.75,137,36
471,Home & Kitchen Item #471,Home & Kitchen,1052.3,662.52,34,11
472,Home & Kitchen Item #472,Home & Kitchen,1434.96,1123.36,280,39
473,Electronics Item #473,Electronics,1303.21,626.62,183,38
474,Home & Kitchen Item #474,Home & Kitchen,505.16,272.22,331,25
475,Beauty & Care Item #475,Beauty & Care,993.89,469.47,478,43
476,Books Item #476,Books,522.53,309.89,443,21
477,Books Item #477,Books,622.26,373.94,41,43
478,Sports & Outdoors Item #478,Sports & Outdoors,537.61,399.99,290,20
479,Home & Kitchen Item #479,Home & Kitchen,90.76,39.85,279,20
480,Home & Kitchen Item #480,Home & Kitchen,468.88,193.21,244,28
481,Home & Kitchen Item #481,Home & Kitchen,400.14,238.54,37,12
482,Home & Kitchen Item #482,Home & Kitchen,274.34,210.56,183,6
483,Clothing Item #483,Clothing,948.24,541.56,135,29
484,Sports & Outdoors Item #484,Sports & Outdoors,345.13,142.95,458,11
485,Electronics Item #485,Electronics,52.95,28.5,395,41
486,Sports & Outdoors Item #486,Sports & Outdoors,71.37,46.44,492,45
487,Home & Kitchen Item #487,Home & Kitchen,589.55,328.88,106,24
488,Beauty & Care Item #488,Beauty & Care,873.62,356.65,226,31
489,Toys & Games Item #489,Toys & Games,661.16,509.03,168,43
490,Electronics Item #490,Electronics,628.73,469.28,201,25
491,Books Item #491,Books,679.94,323.7,379,41
492,Electronics Item #492,Electronics,398.81,213.19,161,17
493,Books Item #493,Books,1499.51,1082.91,108,10
494,Sports & Outdoors Item #494,Sports & Outdoors,1481.38,1178.52,118,9
495,Beauty & Care Item #495,Beauty & Care,241.74,103.89,33,40
496,Electronics Item #496,Electronics,185.14,145.46,30,18
497,Sports & Outdoors Item #497,Sports & Outdoors,738.75,351.99,382,40
498,Electronics Item #498,Electronics,1333.4,1038.53,389,36
499,Toys & Games Item #499,Toys & Games,1435.57,919.56,430,38
500,Electronics Item #500,Electronics,1289.71,872.52,292,33
